sequence_number_1based,sample_index_0based,label_excel_row,sample_id,modality,raw_video_duration_s,aligned_start_s,aligned_end_s,feature_dimension,fixed_sequence_length,valid_sequence_length,available_positions,alignment_granularity,alignment_method,raw_video_path,modality_source_path,feature_sha256
85,84,86,-RfYyzHpjk4$_$8,语音,4.588997,0.500000,3.990000,74,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-RfYyzHpjk4__8.wav,96b4f83f7337d59b5cf912a1ab1334a82b32c1b92cbd154ddb00d3881dcbe1a7
85,84,86,-RfYyzHpjk4$_$8,视觉,4.588997,0.500000,3.990000,35,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-RfYyzHpjk4__8/8.csv,96b4f83f7337d59b5cf912a1ab1334a82b32c1b92cbd154ddb00d3881dcbe1a7
86,85,87,-RfYyzHpjk4$_$2,文本,5.516016,0.500000,4.860000,768,50,25,25,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-RfYyzHpjk4__2.lab,3deda8e7d193bbdf6ef39fe67d280c3d28f37529f52ad8d5556809374bb04e31
86,85,87,-RfYyzHpjk4$_$2,语音,5.516016,0.500000,4.860000,74,50,25,25,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-RfYyzHpjk4__2.wav,3deda8e7d193bbdf6ef39fe67d280c3d28f37529f52ad8d5556809374bb04e31
86,85,87,-RfYyzHpjk4$_$2,视觉,5.516016,0.500000,4.860000,35,50,25,25,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-RfYyzHpjk4__2/2.csv,3deda8e7d193bbdf6ef39fe67d280c3d28f37529f52ad8d5556809374bb04e31
87,86,88,-UUCSKoHeMA$_$0,文本,7.800000,1.210000,7.280000,768,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UUCSKoHeMA__0.lab,068d3f0a130bf1627574c39acf4d770a336783134f84ad686263b931d9e8ff37
87,86,88,-UUCSKoHeMA$_$0,语音,7.800000,1.210000,7.280000,74,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-UUCSKoHeMA__0.wav,068d3f0a130bf1627574c39acf4d770a336783134f84ad686263b931d9e8ff37
87,86,88,-UUCSKoHeMA$_$0,视觉,7.800000,1.210000,7.280000,35,50,18,18,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-UUCSKoHeMA__0/0.csv,068d3f0a130bf1627574c39acf4d770a336783134f84ad686263b931d9e8ff37
88,87,89,-ri04Z7vwnc$_$0,文本,2.807000,0.000000,2.720000,768,50,8,8,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-ri04Z7vwnc__0.lab,f8359eec749edcd8d8f4934b63dcac01d59f0e21b55e121f7a009d5e3da82c8a
88,87,89,-ri04Z7vwnc$_$0,语音,2.807000,0.000000,2.720000,74,50,8,8,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-ri04Z7vwnc__0.wav,f8359eec749edcd8d8f4934b63dcac01d59f0e21b55e121f7a009d5e3da82c8a
88,87,89,-ri04Z7vwnc$_$0,视觉,2.807000,0.000000,2.720000,35,50,8,0,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-ri04Z7vwnc__0/0.csv,f8359eec749edcd8d8f4934b63dcac01d59f0e21b55e121f7a009d5e3da82c8a
89,88,90,-ri04Z7vwnc$_$2,文本,6.027000,0.000000,5.830000,768,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-ri04Z7vwnc__2.lab,0dbc7e4e9f0b5023daef202754da628716fddc537c8fe7ea12cb414072cb9e65
89,88,90,-ri04Z7vwnc$_$2,语音,6.027000,0.000000,5.830000,74,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-ri04Z7vwnc__2.wav,0dbc7e4e9f0b5023daef202754da628716fddc537c8fe7ea12cb414072cb9e65
89,88,90,-ri04Z7vwnc$_$2,视觉,6.027000,0.000000,5.830000,35,50,16,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-ri04Z7vwnc__2/2.csv,0dbc7e4e9f0b5023daef202754da628716fddc537c8fe7ea12cb414072cb9e65
90,89,91,-ri04Z7vwnc$_$5,文本,3.545000,0.000000,3.160000,768,50,8,8,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-ri04Z7vwnc__5.lab,63d4843353c740e0c5128ae0730131a046dcc1370241bf6300a0f545dbf569e7
90,89,91,-ri04Z7vwnc$_$5,语音,3.545000,0.000000,3.160000,74,50,8,8,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-ri04Z7vwnc__5.wav,63d4843353c740e0c5128ae0730131a046dcc1370241bf6300a0f545dbf569e7
90,89,91,-ri04Z7vwnc$_$5,视觉,3.545000,0.000000,3.160000,35,50,8,8,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-ri04Z7vwnc__5/5.csv,63d4843353c740e0c5128ae0730131a046dcc1370241bf6300a0f545dbf569e7
91,90,92,-s9qJ7ATP7w$_$1,文本,4.791992,0.520000,4.400000,768,50,11,11,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__1.lab,fc11e605d3f2728141860575343eb102f6f53833968da61ae750d079d8255ecc
91,90,92,-s9qJ7ATP7w$_$1,语音,4.791992,0.520000,4.400000,74,50,11,11,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__1.wav,fc11e605d3f2728141860575343eb102f6f53833968da61ae750d079d8255ecc
91,90,92,-s9qJ7ATP7w$_$1,视觉,4.791992,0.520000,4.400000,35,50,11,11,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__1/1.csv,fc11e605d3f2728141860575343eb102f6f53833968da61ae750d079d8255ecc
92,91,93,-s9qJ7ATP7w$_$0,文本,6.800000,0.000000,6.160000,768,50,24,24,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__0.lab,e333363d6d12b3461247ec2734f656ef464436c1a54a56b6bc09429ccface63e
92,91,93,-s9qJ7ATP7w$_$0,语音,6.800000,0.000000,6.160000,74,50,24,24,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__0.wav,e333363d6d12b3461247ec2734f656ef464436c1a54a56b6bc09429ccface63e
92,91,93,-s9qJ7ATP7w$_$0,视觉,6.800000,0.000000,6.160000,35,50,24,24,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__0/0.csv,e333363d6d12b3461247ec2734f656ef464436c1a54a56b6bc09429ccface63e
93,92,94,-s9qJ7ATP7w$_$5,文本,8.561003,0.360000,7.890000,768,50,19,19,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__5.lab,b532f857dc28cccf49cc7fded529891c28e72445f5c0f26d93ada62bc93f6a0d
93,92,94,-s9qJ7ATP7w$_$5,语音,8.561003,0.360000,7.890000,74,50,19,19,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__5.wav,b532f857dc28cccf49cc7fded529891c28e72445f5c0f26d93ada62bc93f6a0d
93,92,94,-s9qJ7ATP7w$_$5,视觉,8.561003,0.360000,7.890000,35,50,19,19,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__5/5.csv,b532f857dc28cccf49cc7fded529891c28e72445f5c0f26d93ada62bc93f6a0d
94,93,95,-s9qJ7ATP7w$_$4,文本,4.427018,0.540000,4.040000,768,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__4.lab,ed16431b29114afc0ca32c2ae42cb009a4bb1c91df404f0cb19b7bbd27b93935
94,93,95,-s9qJ7ATP7w$_$4,语音,4.427018,0.540000,4.040000,74,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__4.wav,ed16431b29114afc0ca32c2ae42cb009a4bb1c91df404f0cb19b7bbd27b93935
94,93,95,-s9qJ7ATP7w$_$4,视觉,4.427018,0.540000,4.040000,35,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__4/4.csv,ed16431b29114afc0ca32c2ae42cb009a4bb1c91df404f0cb19b7bbd27b93935
95,94,96,-s9qJ7ATP7w$_$7,文本,6.966016,0.480000,6.660000,768,50,28,28,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__7.lab,c67e4dec4993e2e95af826e438bdadc70cc6f18aaa6da8f0835c4117dc47192e
95,94,96,-s9qJ7ATP7w$_$7,语音,6.966016,0.480000,6.660000,74,50,28,28,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__7.wav,c67e4dec4993e2e95af826e438bdadc70cc6f18aaa6da8f0835c4117dc47192e
95,94,96,-s9qJ7ATP7w$_$7,视觉,6.966016,0.480000,6.660000,35,50,28,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__7/7.csv,c67e4dec4993e2e95af826e438bdadc70cc6f18aaa6da8f0835c4117dc47192e
96,95,97,-s9qJ7ATP7w$_$6,文本,2.475000,0.000000,1.960000,768,50,5,5,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__6.lab,540c3240d507a4e86c8299a9769722ed27358eacac4eb726281f46ad9730a039
96,95,97,-s9qJ7ATP7w$_$6,语音,2.475000,0.000000,1.960000,74,50,5,5,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__6.wav,540c3240d507a4e86c8299a9769722ed27358eacac4eb726281f46ad9730a039
96,95,97,-s9qJ7ATP7w$_$6,视觉,2.475000,0.000000,1.960000,35,50,5,5,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__6/6.csv,540c3240d507a4e86c8299a9769722ed27358eacac4eb726281f46ad9730a039
97,96,98,-s9qJ7ATP7w$_$8,文本,3.294987,0.500000,2.960000,768,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__8.lab,1d13a72d55d793fd97727df71cfb0a249560062b5a1d6bb38ca86d823e261fcc
97,96,98,-s9qJ7ATP7w$_$8,语音,3.294987,0.500000,2.960000,74,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-s9qJ7ATP7w__8.wav,1d13a72d55d793fd97727df71cfb0a249560062b5a1d6bb38ca86d823e261fcc
97,96,98,-s9qJ7ATP7w$_$8,视觉,3.294987,0.500000,2.960000,35,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-s9qJ7ATP7w__8/8.csv,1d13a72d55d793fd97727df71cfb0a249560062b5a1d6bb38ca86d823e261fcc
98,97,99,-yRb-Jum7EQ$_$1,文本,29.288021,0.500000,28.820000,768,50,49,49,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-yRb-Jum7EQ__1.lab,3db29b5fe08158712ff5a3be7ca60d3250fe8a5f19fca794af884b6eddfc9521
98,97,99,-yRb-Jum7EQ$_$1,语音,29.288021,0.500000,28.820000,74,50,49,49,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-yRb-Jum7EQ__1.wav,3db29b5fe08158712ff5a3be7ca60d3250fe8a5f19fca794af884b6eddfc9521
98,97,99,-yRb-Jum7EQ$_$1,视觉,29.288021,0.500000,28.820000,35,50,49,49,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-yRb-Jum7EQ__1/1.csv,3db29b5fe08158712ff5a3be7ca60d3250fe8a5f19fca794af884b6eddfc9521
99,98,100,-yRb-Jum7EQ$_$5,文本,13.169010,0.060000,13.044562,768,50,25,25,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-yRb-Jum7EQ__5.lab,bc3d2a1cf48622c2c95ac5dd845e300135aa5e857b6028aeb01b686073de450c
99,98,100,-yRb-Jum7EQ$_$5,语音,13.169010,0.060000,13.044562,74,50,25,25,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-yRb-Jum7EQ__5.wav,bc3d2a1cf48622c2c95ac5dd845e300135aa5e857b6028aeb01b686073de450c
99,98,100,-yRb-Jum7EQ$_$5,视觉,13.169010,0.060000,13.044562,35,50,25,25,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-yRb-Jum7EQ__5/5.csv,bc3d2a1cf48622c2c95ac5dd845e300135aa5e857b6028aeb01b686073de450c
100,99,101,-yRb-Jum7EQ$_$6,文本,11.241995,0.410000,10.970000,768,50,19,19,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-yRb-Jum7EQ__6.lab,6a4981f420b782a67ccf0e6e26fa55d976b75762db3a806b33fe10d05bad8401
100,99,101,-yRb-Jum7EQ$_$6,语音,11.241995,0.410000,10.970000,74,50,19,19,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-yRb-Jum7EQ__6.wav,6a4981f420b782a67ccf0e6e26fa55d976b75762db3a806b33fe10d05bad8401
100,99,101,-yRb-Jum7EQ$_$6,视觉,11.241995,0.410000,10.970000,35,50,19,19,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-yRb-Jum7EQ__6/6.csv,6a4981f420b782a67ccf0e6e26fa55d976b75762db3a806b33fe10d05bad8401
